game_name,release_date,Added to Service,Removed from Service,metacritic_score,publisher,developer,System
For Honor: Marching Fire Edition,2017-12-01,2021-06-01,,78,Ubisoft Entertainment,Ubisoft Montreal,Xbox / PC
SnowRunner,2020-04-01,2021-05-01,,81,Focus Home Interactive,Saber Interactive,Xbox / PC
Psychonauts,2005-04-01,2021-05-01,,88,"Microsoft Studios, THQ Nordic, Xbox Game Studios, Double Fine Productions",Double Fine Productions,Xbox / PC
Zombie Army 4: Dead War,2020-02-01,2021-04-01,,76,Rebellion,Rebellion,Xbox / PC
Genesis Noir,2021-03-01,2021-03-01,,79,Fellow Traveller,Feral Cat Den,Xbox / PC
Command & Conquer: Remastered Collection,2020-06-01,2021-03-01,,82,Electronic Arts,Petroglyph,PC
Dungeon Keeper,1997-06-01,2021-03-01,,88,Electronic Arts,"Electronic Arts, Mythic Entertainment",PC
Dungeon Keeper 2,1999-06-01,2021-03-01,,88,Electronic Arts,Bullfrog Productions,PC
Jade Empire: Special Edition,2005-04-01,2021-03-01,,81,"Electronic Arts, Aspyr, BioWare","Aspyr Media, BioWare",PC
Medal of Honor: Allied Assault - War Chest,2002-01-01,2021-03-01,,91,Electronic Arts,Electronic Arts,PC
Need for Speed: Most Wanted,2012-10-01,2021-03-01,,78,Electronic Arts,"Electronic Arts Canada, Electronic Arts Black Box",PC
Populous,1989-01-01,2021-03-01,,89,Electronic Arts,Bullfrog Productions,PC
Populous II: Trials of the Olympian Gods,1991-08-01,2021-03-01,,80,Electronic Arts,Bullfrog Productions,PC
Rebel Galaxy,2015-10-01,2021-03-01,,75,"Double Damage Games, Double Damage Games.",Double Damage Games,PC
SimCity 2000: Special Edition,1995-02-01,2021-03-01,,77,"Electronic Arts, SEGA, THQ, Imagineer, Destination Software, Maxis, Black Pearl Software, Artdink","Maxis, HAL Laboratory, GENKI, Full Fat",PC
SimCity 4: Deluxe Party Edition,2003-01-01,2021-03-01,,84,"Electronic Arts, Aspyr","Aspyr Media, Electronic Arts Maxis",PC
SimCity: Complete Edition,2013-03-01,2021-03-01,,64,Aspyr,Aspyr Media,PC
SPORE,2008-09-01,2021-03-01,,84,Electronic Arts,Maxis,PC
Star Wars Squadrons,2020-10-01,2021-03-01,,79,Electronic Arts,"Electronic Arts, Motive Studios",Xbox / PC
The Saboteur,2009-12-01,2021-03-01,,76,Electronic Arts,"Electronic Arts, Pandemic Studios",PC
The Sims 3,2009-06-01,2021-03-01,,86,Electronic Arts,"Electronic Arts, Edge of Reality, The Sims Studio",PC
Dishonored: Definitive Edition,2018-08-01,2021-03-01,,76,Bethesda Softworks,Arkane Studios,Xbox / PC
DOOM 3,2004-08-01,2021-03-01,,88,"Bethesda Softworks, Aspyr, Activison, 1C Company, id Software, Bethesda","id Software, Raven Software, Panic Button, Nerve Software, Splash Damage, Vicarious Visions",Xbox / PC
DOOM 64,1997-03-01,2021-03-01,,77,"Bethesda Softworks, Midway Games, Midway Home Entertainment, Bethesda","id Software, Midway Games, Nightdive Studios, Midway Home Entertainment",Xbox / PC
Generation Zero,2019-03-01,2021-12-01,,51,Avalanche Studios,Avalanche Studios,Xbox / PC
The Elder Scrolls III: Morrowind,2002-05-01,2021-03-01,,88,Bethesda Softworks,Bethesda Game Studios,Xbox / PC
The Evil Within,2014-10-01,2021-03-01,,74,Bethesda Softworks,"Bethesda Softworks, Tango Gameworks",Xbox / PC
Wolfenstein: The Old Blood,2015-05-01,2021-03-01,,76,Bethesda Softworks,"Bethesda Softworks, Machine Games",Xbox / PC
DiRT 5,2020-10-01,2021-02-01,,79,"Electronic Arts, Codemasters",Codemasters,Xbox / PC
Pillars of Eternity II: Deadfire - Ultimate Edition,2018-05-01,2021-02-01,,88,"Versus Evil, Obsidian Entertainment",Obsidian Entertainment,Xbox / PC
Wreckfest,2018-06-01,2021-02-01,,82,"THQ Nordic, www.handy-games.com","Handy Games, Bugbear Entertainment, Bugbear",Xbox / PC
Injustice 2,2017-05-01,2021-01-01,,88,Warner Bros. Interactive,"Warner Bros. Interactive, NetherRealm Studios, QLOC",Xbox / PC
Among Us,2018-06-01,2020-12-01,,85,Innersloth,Innersloth,Xbox / PC
The Elder Scrolls V: Skyrim Special Edition,2016-10-01,2020-12-01,,82,Bethesda Softworks,Bethesda Game Studios,Xbox / PC
Monster Sanctuary,2019-08-01,2020-12-01,,82,Denis Sinner,Denis Sinner,Xbox / PC
Starbound,2016-07-01,2020-12-01,,81,Chucklefish,Chucklefish,Xbox / PC
NHL 94 Rewind,2020-10-01,2020-12-01,,100,,Electronic Arts,Xbox
Halo 4,2012-11-01,2020-11-01,,87,Microsoft Studios,"343 Industries, Certain Affinity",Xbox / PC
A Way Out,2018-03-01,2020-11-01,,79,Electronic Arts,"Electronic Arts, Hazelight",Xbox / PC
Alice: Madness Returns,2011-06-01,2020-11-01,,70,Electronic Arts,"Electronic Arts, Spicy Horse",Xbox / PC
Army of Two,2008-03-01,2020-11-01,,72,Electronic Arts,"Electronic Arts, Electronic Arts Montreal",Xbox
Battlefield 1: Revolution,2016-10-01,2020-11-01,,87,Electronic Arts,Electronic Arts,Xbox / PC
Battlefield 3: Premium Edition,2011-10-01,2020-11-01,,84,Electronic Arts,Electronic Arts DICE,Xbox / PC
Battlefield 4: Premium Edition,2013-10-01,2020-11-01,,81,Electronic Arts,"Electronic Arts, Electronic Arts DICE",Xbox / PC
Battlefield V: Year Two Edition,2018-11-01,2020-11-01,,78,Electronic Arts,"Electronic Arts, Electronic Arts DICE, Uprise",Xbox / PC
Battlefield: Hardline - Ultimate Edition,2015-03-01,2020-11-01,,71,Electronic Arts,"Electronic Arts, Electronic Arts DICE, Visceral Games",Xbox / PC
Bejeweled 2,2004-11-01,2020-11-01,,69,"Electronic Arts, Sony Interactive Entertainment, PopCap Games","PopCap Games, Oberon Media, Astraware",Xbox
Bejeweled 3,2010-12-01,2020-11-01,,78,PopCap Games,"Electronic Arts, PopCap Games",Xbox
BLACK,2006-02-01,2020-11-01,,77,Electronic Arts,Criterion Games,Xbox
Burnout: Paradise - Remastered,2008-01-01,2020-11-01,,79,Electronic Arts,"Electronic Arts, Criterion Games",Xbox / PC
Crysis,2007-11-01,2020-11-01,,81,Electronic Arts,"Electronic Arts, Crytek",Xbox / PC
Crysis 2: Maximum Edition,2011-03-01,2020-11-01,,84,Electronic Arts,Crytek,Xbox / PC
Crysis 3,2013-02-01,2020-11-01,,76,Electronic Arts,"Electronic Arts, Crytek",Xbox / PC
Dante's Inferno,2010-02-01,2020-11-01,,73,Electronic Arts,"Electronic Arts, Visceral Games",Xbox
Dead Space,2008-10-01,2020-11-01,,89,Electronic Arts,"Electronic Arts, Visceral Games, Electronic Arts Redwood Shores",Xbox / PC
Dead Space 2,2011-01-01,2020-11-01,,90,Electronic Arts,"Electronic Arts, Visceral Games",Xbox / PC
Dead Space 3,2013-02-01,2020-11-01,,78,Electronic Arts,"Electronic Arts, Visceral Games, Visceral",Xbox / PC
Dead Space: Ignition,2010-10-01,2020-11-01,,35,Electronic Arts,"Electronic Arts, Sumo Digital",Xbox
Dragon Age II,2011-03-01,2020-11-01,,79,Electronic Arts,BioWare,Xbox / PC
Dragon Age: Inquisition - Game of the Year Edition,2014-11-01,2020-11-01,,86,Electronic Arts,"BioWare, BioWare Edmonton",Xbox / PC
Dragon Age: Origins - Ultimate Edition,2009-11-01,2020-11-01,,86,Electronic Arts,BioWare,Xbox / PC
Fe,2018-02-01,2020-11-01,,70,"Electronic Arts, EA Originals","Electronic Arts, Zoink!",Xbox / PC
Feeding Frenzy,2006-03-01,2020-11-01,,65,"Microsoft Studios, Gamehouse","Oberon Media, Sprout Games",Xbox
Feeding Frenzy 2: Shipwreck Showdown,2006-02-01,2020-11-01,,65,PopCap Games,"Electronic Arts, PopCap Games",Xbox
Fight Night: Champion,2011-03-01,2020-11-01,,86,Electronic Arts,"Electronic Arts, Electronic Arts Canada",Xbox
Heavy Weapon,2007-01-01,2020-11-01,,77,"Electronic Art, Toan Truong","PopCap Games, Toan Truong",Xbox
Mass Effect 2: Digital Deluxe Edition,2010-01-01,2020-11-01,,96,Electronic Arts,BioWare,Xbox / PC
Mass Effect 3: N7 Digital Deluxe Edition,2012-03-01,2020-11-01,,93,Electronic Arts,"BioWare, BioWare Edmonton",Xbox / PC
Mass Effect: Andromeda - Deluxe Edition,2017-03-01,2020-11-01,,76,Electronic Arts,BioWare,Xbox / PC
Medal of Honor: Airborne,2007-09-01,2020-11-01,,73,Electronic Arts,Electronic Arts Los Angeles,Xbox / PC
Mirror's Edge,2010-04-01,2020-11-01,,79,Electronic Arts,Electronic Arts DICE,Xbox / PC
Mirror's Edge: Catalyst,2016-06-01,2020-11-01,,72,Electronic Arts,"Electronic Arts, Electronic Arts DICE",Xbox / PC
NBA LIVE 19,2018-09-01,2020-11-01,,75,Electronic Arts,Electronic Arts Tiburon,Xbox
Need for Speed: Deluxe Edition,2015-11-01,2020-11-01,,65,Electronic Arts,Ghost Games,Xbox / PC
Need for Speed: Heat - Deluxe Edition,2019-11-01,2020-11-01,,74,Electronic Arts,Ghost Games,Xbox / PC
Need for Speed: Payback - Deluxe Edition,2017-11-01,2020-11-01,,61,Electronic Arts,Ghost Games,Xbox / PC
Need for Speed: Rivals - Complete Edition,2013-11-01,2020-11-01,,75,Electronic Arts,Ghost Games,Xbox / PC
Peggle,2007-04-01,2020-11-01,,89,PopCap Games,PopCap Games,Xbox / PC
Peggle 2,2013-09-01,2020-11-01,,89,Electronic Arts,"Electronic Arts, PopCap Games",Xbox
Plants vs. Zombies: Game of the Year Edition,2009-05-01,2020-11-01,,89,"Electronic Arts, PopCap Games",PopCap Games,Xbox / PC
Plants vs. Zombies: Battle for Neighborville - Deluxe Edition,2019-10-01,2020-11-01,,76,Electronic Arts,PopCap Games,Xbox / PC
Plants vs. Zombies: Garden Warfare,2014-02-01,2020-11-01,,76,Electronic Arts,"Electronic Arts, PopCap Games",Xbox / PC
Plants vs. Zombies: Garden Warfare 2 - Deluxe Edition,2016-02-01,2020-11-01,,80,Electronic Arts,PopCap Games,Xbox / PC
Sea of Solitude,2019-07-01,2020-11-01,,72,Electronic Arts,"Electronic Arts, JO-MEI GAMES",Xbox / PC
Skate 3,2010-05-01,2020-11-01,,80,Electronic Arts,"Electronic Arts, Electronic Arts Black Box",Xbox
SSX,2012-02-01,2020-11-01,,82,"Electronic Arts, EA SPORTS","Electronic Arts, Electronic Arts Canada",Xbox
Star Wars Battlefront: Ultimate Edition,2015-11-01,2020-11-01,,75,"Electronic Arts, Disney Interactive, LucasArts Entertainment","Electronic Arts DICE, Pandemic Studios, Uprise",Xbox / PC
Star Wars Battlefront II: Celebration Edition,2017-11-01,2020-11-01,,66,Electronic Arts,Electronic Arts DICE,Xbox / PC
Star Wars Jedi: Fallen Order,2019-11-01,2020-11-01,,81,Electronic Arts,Respawn Entertainment,Xbox / PC
The Sims 4: Deluxe Party Edition,2014-09-01,2020-11-01,,66,Electronic Arts,"Electronic Arts, Maxis",Xbox / PC
Titanfall 2: Ultimate Edition,2016-10-01,2020-11-01,,87,Electronic Arts,"Electronic Arts, Respawn Entertainment, Bluepoint Games",Xbox / PC
Unravel,2016-02-01,2020-11-01,,75,Electronic Arts,"Electronic Arts, Coldwood Interactive",Xbox / PC
Unravel Two,2018-06-01,2020-11-01,,81,Electronic Arts,"Electronic Arts, Coldwood Interactive",Xbox / PC
Zuma,2003-12-01,2020-11-01,,78,"Microsoft Studios, PopCap Games","Electronic Arts, PopCap Games, Oberon Media",Xbox
Zuma's Revenge!,2009-09-01,2020-11-01,,76,"Electronic Arts, PopCap Games",PopCap Games,Xbox
Deep Rock Galactic,2020-05-01,2020-11-01,,84,Coffee Stain Studios,Ghost Ship Games,Xbox / PC
Day of the Tentacle Remastered,2016-03-01,2020-10-01,,84,Double Fine Productions,Double Fine Productions,Xbox / PC
Full Throttle Remastered,2017-04-01,2020-10-01,,76,Double Fine Productions,"Double Fine Productions, Shiny Shoe",Xbox / PC
Grim Fandango Remastered,2015-01-01,2020-10-01,,80,Double Fine Productions,"Double Fine Productions, LucasArts Entertainment",Xbox / PC
Tom Clancy's Rainbow Six: Siege - Deluxe Edition,2015-12-01,2020-10-01,,74,Ubisoft Entertainment,"Ubisoft, Ubisoft Montreal, Sperasoft",Xbox / PC
Age of Empires III: Definitive Edition,2020-10-01,2020-10-01,,76,Xbox Game Studios,"Forgotten Empires, Tantalus Media",PC
Brütal Legend,2009-10-01,2020-10-01,,82,"Electronic Arts, Microsoft Studios, Double Fine Productions","Electronic Arts, Double Fine Productions",Xbox
DOOM Eternal,2020-03-01,2020-10-01,,88,Bethesda Softworks,"Bethesda Softworks, id Software, Bethesda Game Studios, Panic Button, Virtuos, Nerve Software",Xbox / PC
Halo 3: ODST,2009-09-01,2020-09-01,,83,Bungie,Bungie,Xbox / PC
Crusader Kings III,2020-09-01,2020-09-01,,91,Paradox Interactive,Paradox Developement Studios,Xbox / PC
Wasteland 3,2020-08-01,2020-08-01,,86,"Deep Silver, inXile Entertainment",InXile Entertainment,Xbox / PC
Tell Me Why,2020-08-01,2020-08-01,,80,Xbox Game Studios,DONTNOD Entertainment,Xbox / PC
Battletoads,2020-08-01,2020-08-01,,73,"Microsoft Studios, SEGA, Nintendo, MINDSCAPE, Rare, Masaya, NCS, Tradewest","Arc System Works, Rare, Mindscape, Dlala Studios",Xbox / PC
New Super Lucky's Tale,2019-11-01,2020-08-01,,76,Playful,playful,Xbox / PC
Microsoft Flight Simulator (2020): Game of the Year Edition,2020-08-01,2020-08-01,,92,"Microsoft Studios, Xbox Game Studios","Asobo Studio, Microsoft Game Studios",Xbox / PC
Trailmakers,2019-09-01,2020-08-01,,70,Flashbulb,Flashbulb,Xbox / PC
Grounded,2020-07-01,2020-07-01,,65,Xbox Game Studios,Obsidian Entertainment,Xbox / PC
Halo 3,2007-09-01,2020-07-01,,88,Microsoft Studios,Bungie,Xbox / PC
Neon Abyss,2020-07-01,2020-07-01,,77,"Team17 Digital, VEEWO GAMES","Veewo Games, Veewo",Xbox / PC
Fallout 76,2018-11-01,2020-07-01,,68,Bethesda Softworks,Bethesda Game Studios,Xbox / PC
The Bard's Tale ARPG: Remastered and Resnarkled,2020-06-01,2020-06-01,,90,inXile Entertainment,InXile Entertainment,Xbox / PC
BattleTech,2018-04-01,2020-06-01,,78,Paradox Interactive,Harebrained Schemes,PC
No Man's Sky,2016-08-01,2020-06-01,,69,Hello Games,Hello Games,Xbox / PC
Minecraft: Dungeons,2020-05-01,2020-05-01,,73,Microsoft Studios,"Double Eleven, Mojang",Xbox / PC
Golf With Your Friends,2020-05-01,2020-05-01,,68,"Team17 Digital, Blacklight Interactive®, Blacklight Interactive","Team17 Digital, Blacklight Interactive®, Blacklight Interactive",Xbox / PC
Halo 2: Anniversary,2004-11-01,2020-05-01,,71,Xbox Game Studios,343 Industries,Xbox / PC
DayZ,2013-12-01,2020-05-01,,56,Bohemia Interactive,Bohemia Interactive,Xbox
MechWarrior 5: Mercenaries,2019-12-01,2020-05-01,,74,"Sold Out, Piranha Games",Piranha Games,Xbox / PC
Gears Tactics,2020-04-01,2020-04-01,,81,"Microsoft Studios, Xbox Game Studios","Splash Damage, The Coalition",Xbox / PC
Totally Reliable Delivery Service,2020-04-01,2020-04-01,,60,tinyBuild,We're Five Games,Xbox / PC
Bleeding Edge,2020-03-01,2020-03-01,,70,"Microsoft Studios, Ninja Theory",Ninja Theory,Xbox / PC
Ori and the Will of the Wisps,2020-03-01,2020-03-01,,90,"Microsoft Studios, Xbox Game Studios",Moon Studios,Xbox / PC
Halo: Combat Evolved - Anniversary,2001-11-01,2020-03-01,,79,Microsoft Studios,"Saber Interactive, 343 Industries",Xbox / PC
Wasteland Remastered,2020-02-01,2020-02-01,,60,inXile Entertainment,"InXile Entertainment, Krome Studios",Xbox / PC
Wolfenstein: Youngblood,2019-07-01,2020-02-01,,68,Bethesda Softworks,"Bethesda Softworks, Arkane Studios, Machine Games",Xbox / PC
Frostpunk,2018-04-01,2020-01-01,,84,11 bit studios,11 Bit Studios,Xbox / PC
Phoenix Point,2019-12-01,2019-12-01,,74,Snapshot Games,Snapshot Games,Xbox / PC
Totally Accurate Battle Simulator,2019-04-01,2019-12-01,,76,Landfall,Landfall,Xbox / PC
Pillars of Eternity: Definitive Edition,2015-03-01,2019-12-01,,86,Paradox Interactive,Obsidian Entertainment,Xbox / PC
Overcooked! 2,2018-08-01,2019-12-01,,83,Team17 Digital,"Team17 Digital, Ghost Town Games",Xbox / PC
Halo: Reach,2010-09-01,2019-12-01,,91,Microsoft Studios,Bungie,Xbox / PC
Age of Empires II: Definitive Edition,2019-11-01,2019-11-01,,84,"Microsoft Studios, Xbox Game Studios","Forgotten Empires, Wicked Witch, Tantalus",Xbox / PC
RAGE 2,2019-05-01,2019-11-01,,72,Bethesda Softworks,"id Software, Avalanche Studios, Virtuos, Goodbye Kansas Games, Passion Republic Games, Isbit Games",Xbox / PC
The Outer Worlds,2019-10-01,2019-10-01,,85,Private Division,Obsidian Entertainment,Xbox / PC
Fallout: New Vegas - Ultimate Edition,2010-10-01,2019-10-01,,84,Bethesda Softworks,Obsidian Entertainment,Xbox / PC
Dishonored 2,2016-11-01,2019-10-01,,88,Bethesda Softworks,"Bethesda Softworks, Arkane Studios",Xbox / PC
Gears 5: Game of the Year Edition,2019-09-01,2019-09-01,,83,"Microsoft Studios, Xbox Game Studios",The Coalition,Xbox / PC
Dead Cells,2017-05-01,2019-09-01,,91,"Plug In Digital, Playdigious, Motion Twin","Plug In Digital, Playdigious, Motion Twin",Xbox / PC
The Bard's Tale IV: Director's Cut,2018-09-01,2019-08-01,,70,inXile Entertainment,InXile Entertainment,Xbox / PC
Age of Empires: Definitive Edition,2018-02-01,2019-08-01,,83,"Microsoft Studios, Xbox Game Studios","Relic Entertainment, Ensemble Studios, Forgotten Empires, Tantalus",PC
Stellaris,2016-05-01,2019-08-01,,81,Paradox Interactive,Paradox Development Studio,Xbox / PC
Slay the Spire,2017-11-01,2019-08-01,,88,"Humble Bundle, Mega Crit Games","Humble Bundle, Mega Crit",Xbox / PC
The Bard's Tale Trilogy,2018-08-01,2019-08-01,,70,inXile Entertainment,Krome Studios,Xbox / PC
Killer Instinct 2 Classic,2013-11-01,2019-07-01,,59,Midway Games,Rare,Xbox
Killer Instinct Classic,1994-10-01,2019-07-01,,85,Rareware,Rare,Xbox
Killer Instinct (2013): Anniversary Edition,2013-11-01,2019-07-01,,86,"Nintendo, Midway Games, Midway, Rareware",Rare,Xbox / PC
Middle-earth: Shadow of War,2017-10-01,2019-07-01,,81,"Warner Bros. Interactive, WB Games","Warner Bros. Interactive, Monolith Productions",Xbox / PC
Torment: Tides of Numenera,2017-02-01,2019-06-01,,81,"Techland Publishing, inXile Entertainment",Techland,Xbox / PC
Perfect Dark,2000-08-01,2019-06-01,,79,"Microsoft Studios, Rare","Rare, 4J Studios",Xbox
Rare Replay,2015-08-01,2019-06-01,,84,Microsoft Studios,,Xbox
ASTRONEER,2016-12-01,2019-06-01,,72,"Gearbox Publishing, System Era Softworks",System Era Softworks,Xbox / PC
Batman: Arkham Knight,2015-06-01,2019-06-01,,85,Warner Bros. Interactive,Rocksteady Studios,Xbox
Halo: Spartan Strike,2015-04-01,2019-06-01,,66,Microsoft Studios,"343 Industries, Microsoft, Vanguard Games",PC
Hollow Knight: Voidheart Edition,2017-02-01,2019-06-01,,90,Team Cherry,Team Cherry,Xbox / PC
Moonlighter,2018-05-01,2019-06-01,,84,11 bit studios,"11 Bit Studios, Digital Sun",Xbox / PC
Rise of Nations: Extended Edition,2003-05-01,2019-06-01,,89,Microsoft Studios,Big Huge Games,PC
Dead by Daylight: Special Edition,2016-06-01,2019-05-01,,58,"Koch Media, Behaviour Interactive, Starbreeze Studios","Behaviour Interactive, Behaviour Digital",Xbox / PC
Descenders,2018-02-01,2019-05-01,,77,"No More Robots, Noodlecake Studios","RageSquid, Noodlecake",Xbox / PC
Wolfenstein II: The New Colossus,2017-10-01,2019-05-01,,88,Bethesda Softworks,"Bethesda Softworks, id Software, Arkane Studios, Panic Button, Machine Games, Goodbye Kansas Games, Doctor Entertainment",Xbox / PC
The Walking Dead: A New Frontier,2016-12-01,2019-04-01,,73,"Telltale Games, Skybound Games",Telltale Games,Xbox / PC
Prey,2017-05-01,2019-04-01,,83,Bethesda Softworks,Arkane Studios,Xbox / PC
Minecraft,2011-11-01,2019-04-01,,88,"Microsoft Studios, Mojang","4J Studios, Mojang",Xbox / PC
Fallout 4,2015-11-01,2019-03-01,,88,Bethesda Softworks,Bethesda Game Studios,Xbox / PC
The Walking Dead: Michonne,2016-02-01,2019-03-01,,64,Telltale Games,Telltale Games,Xbox / PC
Crackdown 3,2019-02-01,2019-02-01,,60,Microsoft Studios,"Sumo Digital, Reagent Games, Cloudgine",Xbox / PC
The Walking Dead: The Complete First Season,2017-12-01,2019-02-01,,89,Telltale Games,Telltale Games,Xbox / PC
The Walking Dead: Season Two,2013-12-01,2019-02-01,,83,"Telltale Games, Skybound Games",Telltale Games,Xbox / PC
ARK: Ultimate Survivor Edition,2016-12-01,2019-01-01,,69,"Studio Wildcard, Snail Games USA","Instinct Games, Studio Wildcard, Grove Street Games",Xbox / PC
Ori and the Blind Forest: Definitive Edition,2015-03-01,2018-12-01,,88,Microsoft Studios,Moon Studios,Xbox / PC
Hellblade: Senua's Sacrifice,2017-08-01,2018-12-01,,88,Ninja Theory,Ninja Theory,Xbox / PC
Wolfenstein: The New Order,2014-05-01,2018-10-01,,80,Bethesda Softworks,"Bethesda Softworks, Machine Games",Xbox / PC
Halo: The Master Chief Collection,2014-11-01,2018-09-01,,85,Microsoft Studios,"Splash Damage, 343 Industries, Ruffian Games",Xbox / PC
Quantum Break,2016-04-01,2018-09-01,,77,"Microsoft Studios, THQ Nordic",Remedy Entertainment,Xbox / PC
DOOM (2016),2016-05-01,2018-08-01,,87,Bethesda Softworks,"Bethesda Softworks, id Software, Panic Button, Tango Gameworks, Escalation Studios, Certain Affinity, Digital Domain, BattleCry Studios",Xbox
RAGE,2011-10-01,2018-08-01,,81,"Bethesda Softworks, Aspyr, ak tronic Software & Services","Aspyr Media, id Software, Escalation Studios",Xbox
Rush: A Disney Pixar Adventure,2012-03-01,2018-08-01,,68,"Microsoft Studios, THQ Nordic",Asobo Studios,Xbox / PC
Ryse: Son of Rome,2013-11-01,2018-08-01,,60,"Microsoft Studios, Crytek",Crytek,Xbox
Fallout 3: Game of the Year Edition,2008-10-01,2018-07-01,,93,Bethesda Softworks,Bethesda Game Studios,Xbox / PC
Human: Fall Flat,2016-07-01,2018-07-01,,73,"505 Games, Curve Digital","505 Games, Curve Digital, No Brakes Games",Xbox / PC
The Elder Scrolls IV: Oblivion,2006-03-01,2018-07-01,,94,"2K Games, Bethesda Softworks, Tomris Games","Bethesda Softworks, Bethesda Game Studios, Tomris Games",Xbox / PC
The Elder Scrolls Online,2014-04-01,2018-06-01,,77,Bethesda Softworks,"Zenimax Online Studios, Zenimax Media",Xbox
Disneyland Adventures,2011-11-01,2018-06-01,,67,"Microsoft Studios, THQ Nordic","Frontier Developments, Asobo Studio",Xbox / PC
Wasteland 2: Director's Cut,2014-09-01,2018-06-01,,77,"Deep Silver, inXile Entertainment",InXile Entertainment,Xbox / PC
State of Decay 2: Juggernaut Edition,2018-05-01,2018-05-01,,78,Xbox Game Studios,Undead Labs,Xbox / PC
Cities: Skylines - Remastered,2015-03-01,2018-04-01,,83,Paradox Interactive,Colossal Order,Xbox / PC
theHunter: Call of the Wild,2017-02-01,2018-04-01,,83,"Astragon Entertainment, Avalanche Studios",Expansive Worlds,Xbox / PC
Sea of Thieves,2018-03-01,2018-03-01,,69,Xbox Game Studios,Rare,Xbox / PC
Super Lucky's Tale,2017-11-01,2018-03-01,,64,"Microsoft Studios, THQ Nordic",playful,Xbox / PC
Fable Anniversary,2014-02-01,2018-02-01,,68,Microsoft Studios,Lionhead Studios,Xbox
Halo Wars 2,2017-02-01,2018-02-01,,79,Microsoft Studios,"Creative Assembly, 343i",Xbox / PC
Zoo Tycoon: Ultimate Animal Collection,2017-10-01,2018-01-01,,68,Microsoft Studios,"Frontier Developments, Asobo Studios",Xbox / PC
Gears of War 4,2016-10-01,2017-12-01,,84,Microsoft Studios,The Coalition,Xbox / PC
Mass Effect,2007-11-01,2017-12-01,,90,"Electronic Arts, Microsoft Studios","BioWare, Edge of Reality, Demiurge Studios",Xbox / PC
Halo Wars: Definitive Edition,2009-02-01,2017-11-01,,81,Microsoft Studios,"343 Industries, Behaviour Interactive, Ensemble Studios",Xbox / PC
Costume Quest 2,2014-10-01,2017-10-01,,65,"Majesco Entertainment, Midnight City","Double Fine Productions, Majesco Entertainment Company",Xbox
State of Decay: Year One Survival Edition,2015-04-01,2017-10-01,,72,"Microsoft Studios, THQ Nordic",Undead Labs,Xbox
Fable II,2008-10-01,2017-09-01,,89,Microsoft Studios,Lionhead Studios,Xbox
ReCore: Definitive Edition,2016-09-01,2017-08-01,,61,Microsoft Studios,"Armature Studio, Comcept",Xbox / PC
Banjo-Kazooie,1998-06-01,2017-06-01,,77,"Microsoft Studios, Nintendo","Rare, 4J Studios",Xbox
Banjo-Kazooie: Nuts & Bolts,2008-11-01,2017-06-01,,79,"Microsoft Studios, Nintendo","Rare, 4J Studios",Xbox
Banjo-Tooie,2000-11-01,2017-06-01,,73,"Microsoft Studios, Nintendo","Rare, 4J Studios",Xbox
Fable III,2010-10-01,2017-06-01,,80,Microsoft Studios,Lionhead Studios,Xbox
Fuzion Frenzy,2001-11-01,2017-06-01,,70,Microsoft Studios,Blitz Games,Xbox
Gears of War,2006-11-01,2017-06-01,,94,Microsoft Studios,"Epic Games, People Can Fly",Xbox
Gears of War 2,2008-11-01,2017-06-01,,93,Microsoft Studios,Epic Games,Xbox
Gears of War 3,2011-09-01,2017-06-01,,91,Microsoft Studios,Epic Games,Xbox
Gears of War: Judgment,2013-03-01,2017-06-01,,79,Microsoft Studios,Epic Games,Xbox
Gears of War: Ultimate Edition,2006-11-01,2017-06-01,,82,Microsoft Studios,"Epic Games, The Coalition",Xbox / PC
Halo 5: Guardians,2015-10-01,2017-06-01,,84,Microsoft Studios,343 Industries,Xbox
Halo: Spartan Assault,2013-07-01,2017-06-01,,53,Microsoft Studios,"343 Industries, Microsoft, Vanguard Games",Xbox / PC
Jetpac Refuelled,2007-03-01,2017-06-01,,73,Microsoft Studios,Rare,Xbox
Joy Ride Turbo,2012-05-01,2017-06-01,,67,,,Xbox
Kameo: Elements of Power,2005-11-01,2017-06-01,,79,Microsoft Studios,Rare,Xbox
Max: The Curse of Brotherhood,2013-12-01,2017-06-01,,72,"Microsoft Studios, Bending Spoons Apps IVS, Flashbulb ApS, Stage Clear Studios","Stage Clear Studios, Bending Spoons Apps IVS, Flashbulb Games, Flashbulb ApS, Press Play",Xbox
Payday 2: Crimewave Edition,2013-08-01,2017-06-01,,65,"505 Games, Starbreeze","505 Games, OVERKILL Software",Xbox
Perfect Dark Zero,2006-06-01,2017-06-01,,81,Microsoft Studios,Rare,Xbox
ScreamRide,2015-03-01,2017-06-01,,71,Microsoft Studios,Frontier Developments,Xbox
Sunset Overdrive,2014-10-01,2017-06-01,,81,"Microsoft Studios, THQ Nordic","Insomniac Games, Blind Squirrel Games",Xbox / PC
Terraria,2011-05-01,2017-06-01,,84,"505 Games, Headup Games, Spike Chunsoft, Re-Logic","Engine Software, Codeglue, Pipeworks Studio, Re-Logic",Xbox
Viva Piñata,2006-11-01,2017-06-01,,84,"Microsoft Studios, Krome Studios","Rare, Microsoft Game Studios",Xbox
Viva Piñata: Trouble in Paradise,2008-09-01,2017-06-01,,82,"Microsoft Studios, Krome Studios","Rare, Microsoft Game Studios",Xbox
